"A1","A11","A12","A2","A3","A4","A6","A7","A8","A9","C10","C11","C12","C2","C3","C4","C6","C7","C8","C9","E1","E10","E11","E12","E3","E5","E6","E7","E8","E9","EA1","EA10","EA11","EA12","EA3","EA4","EA5","EA6","EA8","EA9","V1","V10","V11","V12","V2","V4","V6","V7","V8","V9","VA1","VA10","VA11","VA12","VA2","VA3","VA4","VA5","VA6","VA7"
95686.65,234601.2,59046.24,126336.52,114176.63,67055.06,103482.62,103191.31,109143.18,77660.7,157548.93,133277.15,175335.66,138345.71,91070.7,120747.79,104056,146023.64,101004.01,198743.36,243392.71,244266.58,124628.77,80626.81,77819.84,141468.49,99277.12,100057.04,109844.23,82967.16,97668.35,126293.01,97574.31,60479.85,64578.01,57406.73,76637.78,131538.01,193151.2,145089.65,107004.25,237104.69,202507.28,259835.66,139918.24,113359.66,289843.68,195194.91,224300.08,159766.21,59703.86,109521.45,77446.55,103812.37,76213.11,91549.95,101829.57,106557.61,91567.44,110106.07
0,0,0,5,14,0,0,0,0,0,0,67,0,73,0,0,0,104,18,0,26,21,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,15,0,0,43,30,54,20.33,21,23,17,39,45,0,0,0,0,0,0,0,10,0,13
26953,60475.41,17291.57,33872.91,35687.83,20191.25,28995.16,28313.04,33689.29,22979.1,36946.48,33399.71,42149.27,34684.28,21749.62,28482.02,33490.54,36985.1,31174.89,48597.41,67788.81,69624.33,34407.49,21801.69,21491.23,40265.46,26618.97,28256.4,30070.98,23666.35,26594.27,32875.38,28946.51,15462.57,16350.65,16214.46,20538.65,34832.55,49295.3,39831.39,15929.57,36773.2,38928.83,45512.36,27595.96,20849.37,47330.43,37290.65,44270.69,30620.2,16145.42,30270.23,21020.26,23207.55,19158.15,24575.22,28147.93,23164.87,25533.16,23463.64
47651.93,100266.77,32522.61,54191.82,59982.53,35308.72,52547.53,43378.57,56744.89,41883.72,69496.3,55600.47,71431.51,58355.67,37636.27,52677.33,51142.1,61141.67,47934.83,81268.19,123311.07,118015.17,54090.52,41392.67,31797.36,62583.06,50680.82,46577.34,41998.79,36214.57,43041.97,55419.52,46773.39,28845.52,29367.97,27072.46,38021.35,58568.57,93362.46,70611.27,43832,94066.13,87799.23,108206.1,60686.78,46596.17,119819.41,84014.23,96308.4,66768.01,25361.5,43142.03,29233.56,40609.49,33380.16,41378.02,39507.65,42124.61,42446.18,43039.1
45791.18,125433.53,26027.52,66248.95,59335.88,26854.64,44543.55,54143.93,55121.18,32754.53,61782.31,56027.49,78819.28,58891.05,39519.37,45429.61,42365.61,60495.58,40828.38,88569.89,93784.15,113793.17,55757.13,33843.55,30803.96,54970.75,40245.1,48482.22,39589.19,33836.39,51798.3,72648.02,40284.67,35383.8,36027.7,26195.47,40387.08,78632.86,112901.11,76078.25,43379.91,85640.97,81400.08,104649.94,59511.1,45036.88,126203.1,83481.23,94297.48,66345.32,26457.06,44190.63,31710.41,49880.18,38480.78,43434.35,37390.78,53098.26,42383.95,53051.02
319061.83,685471.85,214346.27,387264.72,414160.14,241531.5,336850.21,309694.54,393508.96,282482.8,429415.01,397058.59,472683.77,423775.24,253785.44,325067.79,350904.34,435510.48,334620.13,539377.91,820617.98,824356.4,379731.03,275005.9,230662.74,484755.2,335935.26,326850.97,305013.18,282905.2,290930.04,376483.13,329106.42,197349.32,199358.76,194558.04,266866.08,397766,639370.04,500450.11,255820.58,543370.45,545334.73,640580.51,373128.51,282732.76,707851.83,521959.62,632052.11,408376.11,176095.17,323394.68,224832,289244.07,234360.61,301648.4,297570.95,303510.55,305856.09,305188.56
243870.18,595680.56,155969.5,332508.84,317982.94,177394.75,255265.11,269413.72,301986.63,204069.89,365576.26,337569.27,426967.24,358210.35,224529.65,281232.29,270676.77,365640.08,258305.52,482361.06,622734.89,627369.57,297489.97,207858.64,182500.06,369664.44,256263.36,252060.85,244155.38,220167.44,236096.38,302879.41,253283.85,150509.07,158116.68,150685.36,202004.32,322003.85,492814.09,379705.42,237649.43,521752.82,469908.57,588869.95,324349.32,260885.57,646579.57,452288.53,535920.12,369237.59,153074.98,258151.44,182627.3,266195.55,194407.53,243198.94,236359.47,277505.46,243865.93,282650.33
5,264.25,0,185,14,9,11,177,30,11,393,162,454,195,228,285,10.17,195,0,372,28.17,7.17,7.67,3.5,2,116.5,9.83,4.83,4.67,85,11.33,14.67,14,4,7.17,10,8.54,41.67,30.5,13.17,158,333,225.5,324,244,146.33,318,301,249,193.5,327.17,10.83,4.17,304.33,309.17,277.17,6.83,225.67,230.33,308.33
2084.83,8476.93,762,4530.16,2093.84,828,1963.34,3998.34,2010,826.17,4300.5,2727.67,6699.83,2865.83,3238.49,3691.01,1655.5,2897.33,1509.16,7286.5,2435.62,2381.32,1348.86,812,801.4,2227.42,1146.76,1095.09,894.76,1518.84,1304.16,1478.6,1413.5,800.34,876.5,693.5,919.09,1625.27,2280.75,1729,1514.17,3919.83,3344,4273,2474.17,2140.33,4163.33,3239,3606.92,2972.33,2523.67,1108.33,891.07,4008.5,2492.34,2539.17,1043.07,4002,2525.99,4298.49
707064.43,1603161.4,458157.99,901312.03,907774.86,519537.27,747084.67,728091.06,859060.84,603069.28,1008227.84,922433.23,1135609.18,980290.94,604676.94,770549.94,765106.49,1008181.99,726098.41,1290200.16,1809739.61,1795540.87,842485.85,609605.01,516390.26,1045322.44,745633.11,715957.8,687365.62,614300.63,654801.81,840706.74,715216.34,425698.01,438814.68,424279.54,576104.82,886174.9,1385421.68,1077246.86,618021.54,1340190.25,1262155.27,1540519.91,870725.74,680953.16,1689986.06,1213406.99,1436414.58,972158.08,412283.29,721766.92,505147.7,696070.59,534977.62,675005.11,665052.18,723640.04,682524.66,734087.73
116030.16,243530.57,75982.51,139226.16,149095.24,85656.49,121391.49,111430.48,142183.97,99353.28,164813.51,143430.89,169668.82,152562.92,91245.58,125667.65,120677.54,157816.19,115393.36,193287.45,275512,279679.95,127444.23,91950.22,78187.81,167613.62,112751.06,109904.33,104317.79,97653.51,99775.74,129334.63,112465.19,66019.2,65496.96,65895.67,90576.97,136582.82,212040.05,167483.96,105669.57,221409.89,206070.94,249254.45,142126.73,110758.67,285747.51,196871.93,237741.62,156081.64,63976.5,114003.16,79395.36,112106.26,85182.75,106128.05,104864.07,117799.61,106556.08,118256.85
74,302,93,162,347,120,79,163,355,114,305,152,391,119,191,309,58,221,74,472,34,50,32,0,0,180,0,0,16,95,41,51,43,0,35,0,2.13,52,47,70,46,57,81,115,69,60,80,99,77,78,278,45,50,152,112,190,19,162,160,170
0,0,10,25,0,0,0,0,0,0,0,27,29,42,14,0,6,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,22,40,0,0,21,0,0,23,0,0,0,0,11,0,0,0,15,0
105089.9,156662.46,83383.82,84366.74,144706.42,92662.22,117987.81,63424.18,138482.97,109015.33,104719.63,104755.65,88453.17,110497.79,49261.39,70835.5,111344.75,117999.38,108420.3,102256.33,239508.81,279581.3,124152,80450.5,72660.88,148688.97,96011.55,105880.99,89150.83,85870.96,88115.66,121738.81,107560.84,66145.64,70135.21,65776.57,93071.71,126571.86,234196.39,180769.69,53149.09,95248.72,145254.79,139081.55,99077.05,58472.5,165686.77,142248.95,167702.4,91204.14,35795.45,88344.69,57421.13,39578.84,56809.51,86285.89,80098.04,42422.4,88346.54,40377.6
33161.67,78988.17,21278.4,45073.02,40845.52,25527.24,35314.03,35808.53,38552.29,29046.59,49281.92,47209.99,57067.1,49736.25,30787.2,37276.37,34648.45,51969.38,33848.89,64824.23,72559.19,77640.55,38543.46,26078.23,22855.52,42447.44,30307.6,31659.67,30013.9,24782.61,30178.09,39645.87,33284.6,20913.64,20945.87,19271.08,26000.04,40760.26,63644.06,49082.91,32250.64,68506.67,59336.78,76917.1,42897.1,34470.53,88232.41,58508.57,68316.88,47407.31,18206.65,31680.14,22005.97,32781.46,23245.5,29476.99,29261.54,33939.4,30497.36,34740.04
327,72,189,382,404,0,111,112,310,224,0,0,0,0,70,49,0,0,0,0,59,619,28,6,15,116.01,0,171,0,6.99,15,39,9,294,192,258,565,27,983,990,430,105,158.01,159,643.32,399,1190,1142.01,319,56,0,81,15,21,64,60,0,64,35.01,0
87084.43,187173.73,58741.68,105357.08,114807.32,68227.67,93255.28,82578.29,111021.06,78780.65,119056.59,115035.29,129676.34,122094.85,69757.61,89114.38,101212.04,126872.72,98262.39,148888.38,235651.62,238460.07,111262.04,78904.22,67928.24,136076.17,96782.01,94297.68,92678.74,78304.15,84549.02,110495.23,95292.67,57020.37,58719.86,55270.88,74871.67,114977.88,183537.12,141726.37,73098.25,158481,152606.91,185120.63,104271.52,80774.46,202196.37,145040.62,175731.59,115453.08,47574.71,96473.65,66036.32,77809.58,63143.41,81187.86,89787.73,81256.07,81383.72,81599.54
217944.19,509526.34,141646.8,284639.13,283956.7,158001.28,230456.19,229892.84,268099.64,184857.49,317935.23,291436.09,363166.76,310500.08,193176.65,244212.09,233768.13,318945.87,222464.25,411599.46,552617.45,566638.49,262696.28,182958.44,161003.05,331110.99,225527.15,222730.6,213222.29,194953.52,202301.76,258525.15,223776.08,131548.41,135579.91,131578.93,178790.7,274974.22,431133.56,334063.85,198350.38,434977.08,399539.6,495354.12,272919.2,217387.37,535596.41,380944.7,458107.66,310801.73,131118.55,228954.47,160069.58,225903.85,166828.38,210277.63,212966.38,236159.59,211618.55,238986.22
194,558.34,0,285.5,157,0,152,281.17,112.5,0,554,208,478.33,200,231.83,530.17,122.83,260,136,572.5,80.17,164.33,102.83,66,69.5,166.84,78.33,125.17,93.5,125.5,97.5,105.5,95.5,66.67,71,103.33,97.17,167.5,209.17,126.33,207,518,589.5,530.83,511,344,583.83,654.5,420.67,405,262.5,116.67,75.17,258,250,216.33,93.5,283.33,245.33,323.5
71165.57,125028.19,51533.67,71785.07,91912.63,62014.8,80231.36,56350.55,88691.94,70285.42,82905.53,88384.88,87563.64,94112.68,49607.79,60490.79,86635.9,98919.16,82887.53,103912.46,171999.34,187065.5,93361.02,59173.39,56826.79,100702.85,70144.32,76122.64,76561.67,57608.16,68264.84,86572.65,77108.84,45742.8,48135.9,44858.83,57817.01,88772.4,143101.3,111412.96,32901.41,74430.38,90467.21,103299.35,62686.09,44020.97,99143.79,85402.78,103211.9,66632.41,32307.08,72871.4,49836.91,38367.89,43872.09,61162.34,68480.18,38730.78,63556.9,38389.07
637166.96,1352617.85,430012.96,763159.63,828502.37,481879.12,675349.21,608533.58,788881.5,565180.98,871658.1,791956.59,933318.11,844347.53,501245.13,660030.93,700428.12,868315.31,665577.03,1063564.16,1659368.81,1645800.43,751800.65,553649.32,456279.17,959638.6,677226.44,648943.25,604115.19,556924.72,574578.05,745223.88,651032.04,386176.88,391701.19,384647.64,530174.61,787925.22,1270824.29,996665.06,540105.32,1145935.22,1127508.6,1335449.6,770295.59,585049.67,1481874.91,1079322.01,1292018.24,844631.26,349513.91,641399.71,444944.41,579316.66,468129.37,598168.47,587570.13,607987.53,604922.35,611316.74
11801.74,20287.88,10302.3,9808.4,20430.29,10843.58,12686.28,8706.71,20106.02,11747.03,15082.57,11097.5,12218.63,10939.82,5960.34,10797.94,20271.14,12532.19,18527.16,13601.54,38305.26,42492.82,20723.54,10555.25,12926.52,22834.84,13620.11,15234.4,17799.04,12508.42,14466.04,18315.64,15278.21,7748.73,8569.34,7688.03,10618.3,19275.08,26092.79,21112.32,8904.08,19108.59,21509.28,22855.83,14526.44,9486.46,26385.4,20205.67,23290.03,14670.46,5097.77,17883.05,12004.14,7544.41,6835.67,10569.25,16994.27,6848.63,11706.72,7017.98
132.67,225.67,131.83,59.17,240.83,120.67,178,41,298.24,147.5,123.5,268.5,253,262.67,160,65.5,124.67,277,186,249.5,346.17,338.67,233,111.5,108,350.18,110,130,169.5,157.33,116.33,142.17,152.66,30,48.83,86.17,118.67,127.33,145.5,222.5,151.5,270.33,403.51,365.33,255.16,86.17,290.33,414.66,355.49,184,130.66,72,53.33,44.5,100.17,281.66,89,34.34,283.84,50.5
287445.02,703742.96,182217.87,392837.72,380314.95,212742.02,302838.73,318648.01,365995.97,242749.04,453326.36,400753.86,509076.59,422750.36,265487.25,348029.47,332922.46,438029.52,320186.23,576539.83,801576.78,760235.82,355725.89,268352.1,221043.65,441792,329389.07,307408.06,304548.73,256663.42,279686.54,363427.7,307955.89,184564.52,187869.29,182266.99,245837.47,378435.4,587881.51,455846.02,302331.18,663552.52,575377.29,729576.59,399990.87,325311.33,812977.26,551684.55,659476.78,455508.38,183305.6,321437.08,224598.35,326350.24,230975.96,285253.76,297290.73,338038.96,285748.18,346063.69
1484.49,1586.43,1256.33,834.33,1952.16,1404.18,1876.16,599.84,1857.49,1781.68,1522.5,744,477.33,760.83,357.33,1143.17,1904.66,803.49,1778.33,699.34,3267.31,4487.27,1898.78,959.58,1179.77,1913.85,1227.89,1602.23,1440.53,913.46,1125.35,1306.9,1249.83,697.34,743.99,608.84,927.84,1407.36,2770.33,1892.75,494,781.66,1597.51,1095.98,1149.66,488.84,1382.82,1538,1495.09,938,462.33,1645.78,1046.79,316.17,620.67,840.81,1616.28,325.35,834.01,297.33
0,24,0,5,0,19,0,11,16,22,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,8.84,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398914.8,948536.36,257064.75,533770.69,528640.1,297032.03,420677.56,430230.19,503101.03,343227.08,597650.42,559471.46,683713.45,592309.93,361085.65,454013.55,450898.94,611637.07,431882.04,778856.04,1038347.88,1050628.78,508296.38,346887.62,312845.3,612113.21,425900.1,422947.71,425117.79,360690.63,396121.25,506714.28,424467.6,250821.34,258926.37,246821.72,331590.87,530568.32,804799.81,622281.38,377738.36,831849.24,745500.2,935997.91,515105.93,414403.86,1034503.64,715393.26,853639.66,587171.76,240219.99,445199.23,312601.08,418029.69,306965.14,388229.59,413524.41,435307.89,388236.23,443045.31
5,233.25,0,171,0,9,11,162,30,11,393,162,454,195,228,285,10.17,195,0,372,14.17,6.17,7.67,3.5,2,116.5,9.83,4.83,4.67,85,11.33,14.67,5,4,7.17,10,8.54,41.67,30.5,13.17,158,333,225.5,324,236.67,146.33,318,301,249,193.5,327.17,10.83,4.17,304.33,309.17,277.17,6.83,225.67,230.33,308.33
194,558.34,0,285.5,157,0,152,281.17,112.5,0,525,208,478.33,200,231.83,503.17,122.83,260,136,572.5,80.17,164.33,97.83,66,69.5,153.84,78.33,125.17,93.5,125.5,97.5,105.5,95.5,66.67,71,103.33,97.17,129.5,204.17,126.33,203,509,589.5,515.83,486,344,580.83,629.5,376.67,405,262.5,116.67,75.17,258,243,207.33,92.83,281.33,245.33,323.5
11715.82,24179.44,7988.81,13648.36,15256.99,9007.79,12412.48,10880.68,14530.47,10528.9,15735.67,14662.27,16590.22,15610.53,8966.34,11828.99,12952.46,16065.48,12339.71,18962.83,30889.48,30740.18,14522.92,10388.86,8743.56,17753.23,12628.47,12128.33,11272.31,10289.58,10634.91,13822.6,12081.63,7090.22,7223.04,7077.45,9775.28,14587.64,23428.72,18413,9556.3,20110.31,20683.55,23728.12,14023.26,10414.59,26477.75,19843.32,23240.06,15128.65,6274.07,11930.07,8255.45,10290.3,8472.72,10962.82,10921.86,10799.04,11139.57,10836.39
12401.82,33234.45,7956.45,17984.72,17342.81,9119.41,13080.14,14669.02,16639.54,10468.29,20754.34,17599.59,23874.44,18410.3,12373.68,15995.9,14419.76,19086.41,13795.75,26750.71,34268.45,32995.83,15199.57,11555.98,9275.73,19770.01,14067.72,13209.18,12238.51,11497.02,11836.97,15424.63,13517.52,7975.01,8309.5,8091.9,10928.65,16279.45,26315.25,20393.31,14995.27,33208.12,28585.93,36043.58,19551.02,15676.67,40181.68,27257.47,32028.19,22284.13,8755.8,13090.12,9275.86,15379.6,10856.61,13428.2,11967.6,15835.06,13396.69,16368.95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218189.95,479073.38,144186.07,271529.06,279739.89,163464.52,228492.05,218398.41,265523.27,189826.56,295130.33,283928.61,330605.83,303404.45,178242.4,223328.01,233075.74,310556.42,221541.28,378439.98,571934.31,562682.51,262733.23,193405.31,159026.62,325325.36,234530.78,224637.18,211477.02,188885.93,202931.71,263595.76,224273.59,132948.14,135471.93,130121.57,179087.53,278455.23,432617.8,335359.46,175641.5,373143.46,368693.04,439663.41,253337.33,193727.03,485685.86,354448.49,425119.19,278731.42,121474.41,225398.76,157127.37,205289.98,162033,203390.28,206185.41,215774.19,206500.99,217094.31
17539.31,59595.5,9389.82,30431.31,22660.34,10825.7,19405.48,25373.03,21546.79,12438.55,38435.32,25247.32,46677.34,25162.11,23227.62,30880.89,22417.99,27000.46,21006.98,51908.02,48229,42998.92,21320.45,16347.15,12302.68,25922.59,20280.11,17068.79,16847.22,14853.68,17753.03,22538.86,19219.66,12762.04,12361.19,11171.02,14838.24,23739.93,37968.32,27618.19,32299.18,73197.64,54889.37,74520.95,37971.49,32536.18,84026.79,52328.16,59930.6,45613.66,14792.68,17714.07,12430.08,28734.49,17651.22,19299.45,17157.37,29433.19,19400.66,31245.98
193215.35,451658.73,119014.51,248101.89,231121.15,134386.49,206409.9,201854.4,218957.78,153997.95,322100.61,258054.34,337519.09,271243.97,176429.33,251327.94,199882.18,279865.89,188658.92,380094.5,480366.64,461460.12,224033.47,160801.07,137531.59,271101.64,196912.99,186824.5,185930.88,158498.18,173193.94,222282.67,186777.58,109868.45,114064.94,108284.69,146081.33,231070.81,354872.33,272518.92,236126.5,524522.73,428325.47,555837.12,294271.68,241280.57,619683.2,408680.76,470457.45,336926.29,118932.85,194579.22,135852.54,224997.12,151095.11,182234.42,179769.81,231959.15,182768.42,239359.5
346,518.34,278.16,287.33,789.5,367.5,440,224.67,750.33,429.84,508.17,218.33,277.33,211.34,164.67,356.67,777.34,239.33,717.83,433.67,893.33,1135.18,427.67,312.5,325,1660.67,513.67,377.33,452,982.66,595.5,578.17,742.5,362,248.33,210.34,399.34,657.83,1112.17,750.34,150,323.33,986.01,474.99,550.33,280.17,599.33,755.66,1500.84,496.83,325.99,316.66,270,185.17,251.67,735.32,281,249.01,605.51,259
0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,90,0,0,61,0,0,0,0,0,0,0,48,0
69618.01,161219.59,46555.22,86583.43,92061.62,53139.67,76485.61,72124.6,88857.69,60039.43,117728.72,91734.06,119127.75,94084.68,61184.61,90682.41,93546.38,100347.07,88040.17,134190.66,185092.92,190521.37,99867.08,59027.7,63426.41,111985.8,73763.79,77479.22,90474.65,64798.98,74869.52,94937.11,78058.92,42991.91,47146.72,42637.22,54925.31,97790.59,137929.11,106178.77,77182.19,176331.32,150113.67,188167.19,103441.96,83643.72,208079.89,141483.59,162481.05,119318.49,44630.39,90220.14,62092.42,74322.97,51640.99,67323.21,84679.83,74404,66750.48,78112.7
38329.83,89739.43,24967.67,50277.42,50774.22,29057.18,39888.86,40252.87,49170.65,33533.36,52232.42,48618.54,60563.67,51701.93,31860.85,38906.8,42273.73,53708.87,40532.28,68684.62,97522.14,95919.43,43718.47,33118.57,26033.58,56865.33,40094.99,38438.58,35354.85,32607.55,34544.68,46003.82,39898.31,22636.77,22876.8,22958.27,31164.37,48848.4,75412.97,59341.4,30447.57,64152.77,64214.84,76470.87,44321.93,33687.86,86320.93,62082.35,75591.89,48759.45,21069.37,38170.94,26693.55,34896.06,28162.11,35961.78,34429.62,36648.28,36180.64,37023
4667.65,14904.1,2719.17,8490.83,6473.5,3474.84,4660.67,7000.51,6167.57,3797.17,6577.16,6707.61,9672.33,7232.72,5032.15,5013.51,5291.65,7376.12,5051.67,11053.66,12293.96,13101.27,5705.28,4373.58,3423.14,7304.41,5197.06,4978.89,4123.36,4426.88,4562.67,5783.41,5448.11,3296.01,3031.01,3053.67,4231.5,6133.09,10431.45,8123.84,2576.17,5513.33,5804.83,7475.99,4280.5,3587.51,7803.32,5853.34,8151.17,5067.67,3627.68,5120.27,3402.62,5856.83,4482.01,4901.33,4777.1,6099.17,5042.71,6267.82
28921.81,59756.55,19460.4,34721.46,37790.95,22911.48,30105.77,27770.86,36079.74,26185.9,37005.76,38933.64,41076.54,41948.4,22713.38,27567.26,32752.53,42595.97,31179.19,47645.16,74308.88,76800.33,36290.7,25365.21,22100.22,45395.86,30252.99,30661.66,30140.06,26122.68,27872.61,35485.8,31247.56,17812.92,18130.08,17937.47,24444.79,37693.22,57865.28,45953.21,21486.87,44560.08,46239.35,54208.33,31461.54,23964.69,59988.53,44446.77,54407.36,34386.1,15293.73,32112.07,22300.92,25425.53,20794.04,26879.23,29150.5,26896.79,27191.57,26730.75
33710.48,52836.54,22388.82,31408.96,36769.3,24755.14,37801.33,24348.53,34180.43,29499.42,37972.76,41949.07,39113.05,44847.01,22724.4,28197.87,26633.69,46081.48,25160.52,45854.95,67428.52,71177.08,32792.78,23646.52,19950.39,38386.15,28329.09,28310.79,24604.77,22158.9,24564.38,31542.98,27246.54,16639.34,17598.04,17060.9,22524.08,33512.66,53981.81,42170.86,17389.02,36130.76,40729.86,48308.48,26525.53,20060.28,47670.86,38335.84,45088.71,28573.77,13050.73,25360.37,16934.47,19396.2,19500.96,25655.93,23398.06,20493.63,25942.13,19823.25
74,350.17,93,162,347,120,79,163,355,114,522,152,391,119,212,541,73.83,221,85,522,60.67,79.33,61.83,0,15.5,222.84,12.33,16.17,44.5,108,71.5,95.5,59.5,26.67,65,19.33,16.17,135.5,124.17,106.33,190,377,491.17,407.83,415.33,253,468.5,532.67,340.67,324,382,64.67,63.17,205,175,199,41.5,230,174.67,241
75,350.17,95.33,162,347,120,100,163,358,114,524.67,152,391,119,212,541,73.83,221,85,522,60.67,84.33,61.83,0,15.5,222.84,12.33,20.17,44.5,108,71.5,95.5,59.5,26.67,69.67,19.33,18.5,135.5,139.17,112.33,218,377,491.17,407.83,415.33,253,468.5,622.67,340.67,324,443,64.67,63.17,205,175,199,40.83,230,222.67,241
14142.51,22667.91,10863.5,12809.6,19274.21,13331.99,15389.37,9490.68,18810.87,15254,12352.78,13837.12,10985.01,14371.94,6330.57,7628.95,16783.57,16213.15,16922.48,13176.98,31252.42,37185.7,17749.92,11327.27,10093.27,17907.41,12839.9,14850.5,13475.83,9415.1,12938.38,18889.67,14918.7,9879.36,9803.8,8552.76,12646.55,18577.4,31400.25,24234.47,6282.24,8057.46,15027.8,14529.38,11828.97,6659.33,21557.63,15855.72,19138.86,10061.78,3878.4,13507.58,8863.83,4315.57,6927.05,10514.12,12072.59,4610.91,11004.74,4294.37
502865.98,1091985.35,330020.96,622054.54,640968.48,371828.69,526141.33,498565.25,608118.33,433876.36,687494.05,654684.53,760729,700275.52,410879.73,521904.62,534591.07,716390.39,508307.34,868935.12,1285196.97,1285046.94,599720.7,433204.39,364819.26,749408.3,528559.61,510921.18,485286.24,437703.24,461555.91,597165.04,507418.68,302265.57,308987.54,301728.92,412966.71,631408.39,988850.29,772649.39,421419.38,896218.41,869389.57,1046070.42,599451.31,461095.32,1156045.49,840065.5,997757.31,659192.62,284065.87,517510.51,360880.01,479654.66,378302.5,473781.6,473000.09,503464.08,478921.05,506518.17
126.5,445.5,167,218,572,215,159.5,230.5,621,211.5,341.5,204,398.5,173.5,193.5,330.5,146.5,292,176,479.5,107.5,196.5,77,13.5,27,233,22.5,33.5,49.5,138,50,83,130,9.5,61.5,29,50,112,150,169,49.5,110.5,153.5,210.5,108,76.5,107.5,141.5,165.5,106,278,56,50,163,134,212.5,28,164,190.5,178.5
13245.16,22812.26,9227.35,13857.54,15600.76,10348.02,13677.44,10881.67,14591.67,12301.3,15153.63,16797.8,14660.98,18225.22,8604.77,10931.93,12469.79,18789.27,12174.63,17417.5,25760.42,29716.44,13215.64,9473.23,7585.33,15823.47,10674.65,12098.4,9536.16,9136.34,10673.81,14294.32,12457.12,7343.47,7509.51,7406.49,10194.57,15268.9,24343.41,19223.9,9001.47,17714.57,18191.73,22326.12,13134.1,9685.64,25793.93,18177.61,21765.66,13684.07,5431.47,10505.86,7440.71,9633.63,8518.27,11409.75,9263.99,10434.62,11409.01,10055.39
564.66,1273,319.83,831.34,633,411.16,496,453,465.66,447.83,582,983.5,889,1004.5,508,285,355.34,1245.33,631.83,1010,1515.5,2026,1218.67,570,642.33,834.51,630,838.5,941.5,410.5,954,1204,894.51,825,661.34,501,501,1418,2336.66,1319,490.34,550,867.01,965,688.34,390.34,1633,1058.84,1371.66,601,100,1175.17,728.83,164,373,208,1003,342.34,191,300
11151.65,23356.2,9534.5,13131.32,20834.18,11630.17,12817.99,11129.85,19346.97,13229.36,16313.5,13923.76,15227.33,14876.44,8607.16,12183.36,21582,16088.98,19729.31,18365.39,39378.65,42084.03,21084.73,12961.82,13728.87,24856.75,15297.43,16218.44,19739.41,14202.92,15299.68,18730.96,17886.79,9589.85,9802.65,9504.84,12109.84,19578.09,29126,23931.03,10080.84,22344.66,24013.54,27061.31,16735,11866.34,29375.81,22150.17,26835.17,17828.83,6601.66,18137.86,12603.74,8988.84,8356.68,11603.8,16608.06,8813.88,12580.73,8875.15
34833.61,72804.83,24817.58,40800.27,48966.63,27850.16,37370.76,32433.21,46046.07,32582.26,46597.09,43681.14,49135.04,46132.57,26148.19,34803.12,41343.83,48097.99,39141.68,56355.33,94653.11,96079.86,43993.86,31319.28,27160.79,54951.51,37977.65,37341.24,36663.58,31895.58,34089.22,43921.32,37575.74,22043.2,22936,22113.63,30256.94,45971.61,73652.27,57221.9,28737.2,60374.08,61138.5,71817.16,42155.88,31432.02,80239.51,58468.46,70662.81,46008.27,18362.26,37492.44,25792.87,29083.03,24620.05,32747.39,34748.34,30244.14,33392.88,30444.06
0,0,87,0,78,85,21,58,112,0,67,72,0,0,0,27,314,52,228,0,144,164,160,0,64,132,0,108,155,82,96,27,153,0,0,50,27,128,53,61,32,79,95,89,95,0,75,115,125,71,61,151,99,0,7,9,122,2,48,0
343.82,470.84,342.17,192.16,733.5,349.01,502.16,166.34,789.33,427.01,180,184.5,127.83,206.16,57.83,116.67,668.49,210.66,608,134.34,1382.97,2043.77,733.28,321.08,492.94,713.83,482.56,537.56,662.86,491.71,528.02,650.73,572.67,329.67,428.66,285.17,441,713.53,1356.16,805.17,46,174.83,317.67,293.82,178,99.67,144.49,217.84,503.68,203,36.67,661.77,406.46,55.17,93.5,101.65,744.95,42.01,129.67,34.33
124645.35,295540.01,81311.55,163931.91,164524.94,91858.33,130352.36,133212.85,156224.76,106217.45,182927.08,165946.22,210973.28,175972.81,111110.26,140294.27,141812.9,180860.59,134074.99,239040.47,356752.36,338920.85,160885.14,118370.12,99204.44,198039.95,145606.3,135533.48,136409.85,115240.57,124647.59,159643.16,133075.91,79467.07,81222.17,77030.45,105348.84,168616.24,256315.25,196451.1,115065.36,250225.83,232828.42,283570.32,159826.4,125514.37,313017.28,222822.77,265756.96,180301.08,76349.88,142697.79,99833.49,130087.83,97274.54,120936.28,132104.26,135119.7,122373.67,138000.5
